Epoch,Train_Loss,Validation_Loss,Validation_Accuracy,FLOPs
1,0.46662310204085183,0.48027103732932697,81.20411160058737,3786213378
2,0.3745240393806906,0.4637218320911581,82.23201174743025,3786213378
3,0.3333313654450809,0.3569004075093703,84.43465491923642,3786213378
4,0.2823401828022564,0.27382309836420143,88.54625550660793,3786213378
5,0.2139532290837344,0.34189503165808593,87.51835535976505,3786213378
6,0.23769319618449491,0.2293029339476065,92.80469897209986,3786213378
7,0.20968847292311052,0.33967881378802384,87.66519823788546,3786213378
8,0.1586725675884415,0.253521569411863,91.48311306901616,3786213378
9,0.17739218988401048,0.30360063605687837,88.10572687224669,3786213378
10,0.15037911996683653,0.24255660387941383,91.48311306901616,3786213378
11,0.1112354279769694,0.2438208100131967,90.7488986784141,3786213378
12,0.0826058439362575,0.28375051416118036,91.04258443465491,3786213378
13,0.061735377953771285,0.1893136705991558,93.53891336270192,3786213378
14,0.03404830282910124,0.17356787287545475,94.27312775330397,3786213378
15,0.020789943058865473,0.17950932793742555,94.41997063142438,3786213378
16,0.015533790370339856,0.1704954584552483,94.41997063142438,3786213378
17,0.01519189464914448,0.17477071536069905,94.41997063142438,3786213378
18,0.009156668239601833,0.1665473849173974,94.86049926578562,3786213378
19,0.0067519912359249945,0.18045583737760104,94.56681350954479,3786213378
20,0.00834421152180499,0.18793181461197409,94.56681350954479,3786213378
21,0.006225533036323374,0.18167174188420177,94.86049926578562,3786213378
22,0.005099152186748517,0.1960442599321885,94.12628487518356,3786213378
23,0.005772300129619372,0.19778963598020544,93.83259911894272,3786213378
24,0.012282788081039839,0.19350049416111273,94.27312775330397,3786213378
25,0.004453784970717286,0.20485237455630506,93.97944199706313,3786213378
26,0.004010203180779867,0.1988527723217637,94.27312775330397,3786213378
27,0.004421680830487543,0.19701859603678298,94.7136563876652,3786213378
28,0.0062892150822068185,0.19694179328772324,94.7136563876652,3786213378
29,0.0029154849884113956,0.1911395750834014,94.7136563876652,3786213378
30,0.0027058884573360796,0.19608535896986723,94.7136563876652,3786213378
31,0.003933191519600394,0.19098940350919624,94.7136563876652,3786213378
32,0.005912102906971567,0.19417842075398023,95.00734214390602,3786213378
33,0.0022235550748198017,0.1876899925145236,95.00734214390602,3786213378
34,0.005295752647661549,0.19165811327878723,95.00734214390602,3786213378
35,0.0033884518760982354,0.19103045255707746,95.00734214390602,3786213378
36,0.0026454886503736764,0.1893685989092443,95.15418502202643,3786213378
37,0.004127360889277257,0.19275017581160434,95.00734214390602,3786213378
38,0.002781211548512254,0.18989692608275535,95.30102790014683,3786213378
39,0.006878133886836141,0.186974150901237,95.30102790014683,3786213378
40,0.0031357293400694343,0.18931789421582257,95.00734214390602,3786213378
41,0.0066401867308955205,0.19431679416447878,94.27312775330397,3786213378
42,0.0055819371812771456,0.21147092104497875,93.97944199706313,3786213378
43,0.003802454547258094,0.19098392339550296,94.86049926578562,3786213378
44,0.004779650830074816,0.19065645710692147,95.15418502202643,3786213378
45,0.005143100259866675,0.18891229574166407,95.15418502202643,3786213378
46,0.004699104548746939,0.20102020574797114,94.27312775330397,3786213378
47,0.002056483193711542,0.2002585326818834,94.27312775330397,3786213378
48,0.0029321354029782335,0.19836162150287154,94.7136563876652,3786213378
49,0.0034332522228771056,0.19806306649380448,94.41997063142438,3786213378
50,0.0037244031197213403,0.209753741676898,94.27312775330397,3786213378
