Epoch,Train_Loss,Validation_Loss,Validation_Accuracy,FLOPs
1,0.5293874502182007,2.253684024919163,71.071953010279,4130392066
2,0.43464603090987486,0.5225235589525916,81.64464023494861,4130392066
3,0.3975398738594616,0.43456532061100006,80.61674008810573,4130392066
4,0.3569208313437069,0.38238268277861853,82.67254038179148,4130392066
5,0.3387020780759699,0.3535564270886508,84.58149779735683,4130392066
6,0.3117417477509555,0.3807178888131272,86.63729809104258,4130392066
7,0.2603408781044623,1.0056375129656359,69.16299559471366,4130392066
8,0.2554663932937033,0.3043935739181258,86.63729809104258,4130392066
9,0.2594662389553645,0.3849802538752556,85.6093979441997,4130392066
10,0.1968020020162358,0.46423288637941534,82.37885462555066,4130392066
11,0.18999619001851362,0.30102172968062485,88.39941262848751,4130392066
12,0.1621342443368014,0.4952300563454628,85.31571218795888,4130392066
13,0.1601466998896178,0.38736503571271896,85.75624082232012,4130392066
14,0.11746053893995635,0.5622527559753507,88.10572687224669,4130392066
15,0.13680814631721552,0.520616473799402,83.70044052863436,4130392066
16,0.1121233597945641,0.34578592905944044,87.81204111600587,4130392066
17,0.07613004160058849,0.4210838411342014,87.51835535976505,4130392066
18,0.03387323536307496,0.3209329872307452,90.01468428781205,4130392066
19,0.015088924406753744,0.3409757361091165,90.60205580029368,4130392066
20,0.011995404223938856,0.34869197222658177,90.7488986784141,4130392066
21,0.010150163546067608,0.3613765761256218,90.45521292217327,4130392066
22,0.0038671282869900633,0.3739879778586328,90.60205580029368,4130392066
23,0.005672891434412176,0.376958378167315,90.45521292217327,4130392066
24,0.004926532804315416,0.3695882021195509,90.60205580029368,4130392066
25,0.005241853725130889,0.37745523545891047,90.45521292217327,4130392066
26,0.0044886816326384985,0.38340284379029815,90.45521292217327,4130392066
27,0.004125577538027702,0.3776430903764611,90.60205580029368,4130392066
28,0.004220184182357865,0.38643360523168335,90.30837004405286,4130392066
29,0.014187328979674289,0.38342915407635947,90.01468428781205,4130392066
30,0.004460559210993404,0.38176419310779736,90.60205580029368,4130392066
31,0.0076022715086925445,0.3783532466570085,90.45521292217327,4130392066
32,0.005145361750756445,0.3837322373027829,90.01468428781205,4130392066
33,0.0025390823546331378,0.3709324523806572,90.45521292217327,4130392066
34,0.004047940209035433,0.3770427276719023,89.5741556534508,4130392066
35,0.006678087380971513,0.3872299893674525,90.01468428781205,4130392066
36,0.003954900352469207,0.39716073735193774,89.5741556534508,4130392066
37,0.003179890163557823,0.3989859181032939,89.42731277533039,4130392066
38,0.0029339891696615857,0.3851464723490856,90.30837004405286,4130392066
39,0.0030991218479089985,0.3758679054338824,90.60205580029368,4130392066
40,0.0032935250898042476,0.3749787284230644,90.30837004405286,4130392066
41,0.004075538716963766,0.3731128002559258,90.30837004405286,4130392066
42,0.00536660193140372,0.37062649996104563,90.16152716593245,4130392066
43,0.004018465136280557,0.3923848530446941,89.86784140969164,4130392066
44,0.005216539065141286,0.3660553079098463,90.30837004405286,4130392066
45,0.003111425247077611,0.3767665060321716,90.45521292217327,4130392066
46,0.005665598484098582,0.37379520547322254,90.16152716593245,4130392066
47,0.006197015967678882,0.3837807461704043,90.01468428781205,4130392066
48,0.0031927702416022145,0.37950959446078,89.72099853157121,4130392066
49,0.003673668477259686,0.37924785663331434,90.16152716593245,4130392066
50,0.0034980322458603255,0.3756495120681145,90.45521292217327,4130392066
