Epoch,Train_Loss,Validation_Loss,Validation_Accuracy,FLOPs
1,0.5716401030035579,0.49815384434028104,81.4977973568282,4130392066.0
2,0.4450287943377214,0.5995036133311011,73.7151248164464,4130392066.0
3,0.4119859961902394,0.4799051000313325,77.97356828193833,4130392066.0
4,0.3879756590899299,0.45146206698634406,81.79148311306902,4130392066.0
5,0.3660431065980126,0.39501603557304904,83.25991189427313,4130392066.0
6,0.3216365848394001,0.3371382216838273,87.22466960352423,4130392066.0
7,0.3226430296021349,0.3376200483603911,83.84728340675477,4130392066.0
8,0.28501677451764834,0.3356778086586432,87.37151248164464,4130392066.0
9,0.25660424666369663,0.3092020113359798,86.9309838472834,4130392066.0
10,0.2566113298430162,0.37910909070210025,83.11306901615272,4130392066.0
11,0.19661596991560037,0.5200971561399373,81.20411160058737,4130392066.0
12,0.20462641768595752,0.39766359464688733,86.04992657856094,4130392066.0
13,0.14318815631901516,0.4904301803220402,86.19676945668135,4130392066.0
14,0.17867966587929165,0.481335080482743,81.4977973568282,4130392066.0
15,0.16997397414901677,0.42934365502812644,81.93832599118943,4130392066.0
16,0.08928201656569452,0.7389719540422613,79.44199706314244,4130392066.0
17,0.10540501288521816,0.4993034215136008,86.04992657856094,4130392066.0
18,0.08573746245683116,0.5287881688299504,85.6093979441997,4130392066.0
19,0.07282095308251241,0.38499667224558914,86.19676945668135,4130392066.0
20,0.08423365627086776,1.0584874613718553,74.44933920704845,4130392066.0
21,0.09129898966673543,0.49097769301046024,86.19676945668135,4130392066.0
22,0.05889791434575968,0.43236845393072476,86.63729809104258,4130392066.0
23,0.04351601320976282,0.4694360291415995,86.19676945668135,4130392066.0
24,0.0820576459826792,0.7636506869034334,83.40675477239354,4130392066.0
25,0.09943613834843477,0.41803906993432477,85.75624082232012,4130392066.0
26,0.03985397257527117,0.6064794930544767,85.90308370044053,4130392066.0
27,0.04277773877907106,0.6320608244700865,84.87518355359765,4130392066.0
28,0.038602283025187825,0.5186892988329584,87.07782672540382,4130392066.0
29,0.051827387207338364,0.3919114714319056,86.19676945668135,4130392066.0
30,0.044627321229371075,0.46989772688936104,87.66519823788546,4130392066.0
31,0.05023320497301243,0.44955050267956476,88.2525697503671,4130392066.0
32,0.028862843127674696,0.6697848134420135,85.6093979441997,4130392066.0
33,0.030583181971451268,0.7971417084336281,80.76358296622614,4130392066.0
34,0.07527280799113215,0.4960580366578969,86.63729809104258,4130392066.0
35,0.027921767467769847,0.512935150753368,84.43465491923642,4130392066.0
36,0.02015747211270911,0.643902064724402,83.84728340675477,4130392066.0
37,0.05615910585860119,1.393999846144156,75.77092511013215,4130392066.0
38,0.032006829899653574,0.7416501519354907,83.11306901615272,4130392066.0
39,0.037404749791740494,0.518891744654287,85.90308370044053,4130392066.0
40,0.030127032259684605,0.6015466817400672,86.34361233480176,4130392066.0
41,0.01694484138929778,0.5787837342782454,87.07782672540382,4130392066.0
42,0.006232500772988286,0.6678472797979008,85.6093979441997,4130392066.0
43,0.017957149465998072,0.5766595175320451,86.04992657856094,4130392066.0
44,0.04592507108498146,0.667449504983696,86.78414096916299,4130392066.0
45,0.046653405511203935,0.5563673265278339,85.46255506607929,4130392066.0
46,0.01649012546061867,0.48507880538024684,88.10572687224669,4130392066.0
47,0.017937411747783807,0.6181557151404294,86.19676945668135,4130392066.0
48,0.09445307001018698,0.6532105938954786,82.23201174743025,4130392066.0
49,0.0305044072556912,0.5098712017590349,87.37151248164464,4130392066.0
50,0.01315988382386208,0.47745187512852927,87.66519823788546,4130392066.0
